source_object,fields,field_name,uuid_alias_foreign_key,date_format,field_data_type,is_priority,secondary_date_sort_field,date_timezone,is_date,uuid_lookup_field_object,name,s3_path,source_namespace,is_primary_modified_date,pensieve_name,description,is_primary_id,uuid_lookup_exists_required,checksum_ignore,uuid_alias_field_name,priority_rank,query,uuid_lookup_field_namespace,deleted_marker,uuid_lookup_field_name
multipass-material-estimate,,status,,,String,,,,,,,,Multipass,,status,,,,,,,,,,
multipass-job-warehouse,,salesforce_job_id,,,String,,,,,job,,,Multipass,,job_id,,,,,,,,Salesforce,,Id
Contact__c,,BP_Permission_Tier__c,,,String,,,,,,,,Salesforce,,business_partner_permission_tier,,,,,,,,,,
Contact__c,,Business_Partner__c,,,String,,,,,Polaris_Vendor__c,,,Salesforce,,business_partner_id,,,,,,,,Salesforce,,Id
Contact__c,,Comcast_GUID__c,,,String,,,,,ldap_records,,,Salesforce,,comcast_guid,Primary Key for user,,,,,,,LDAP,,ComcastGUID
Contact__c,,CreatedById,,,String,,,,,user,,,Salesforce,,created_by_id,,,,,,,,Salesforce,,Id
Contact__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
Contact__c,,Division__c,,,String,,,,,,,,Salesforce,,division,,,,,,,,,,
Contact__c,,Employee_Status_Desc__c,,,String,,,,,,,,Salesforce,,employee_status_description,,,,,,,,,,
Contact__c,,FirstName,,,String,,,,,,,,Salesforce,,first_name,,,,,,,,,,
Contact__c,,Id,,,String,,,,,,,,Salesforce,,user_contact_id,,True,,,,,,,,
Contact__c,,job_descr__c,,,String,,,,,,,,Salesforce,,job_description,,,,,,,,,,
Contact__c,,Job_Level__c,,,String,,,,,,,,Salesforce,,job_level,,,,,,,,,,
Contact__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,Last Modified Date in Salesforce,,,True,,,,,,
Contact__c,,LastName,,,String,,,,,,,,Salesforce,,last_name,,,,,,,,,True,
Contact__c,,Network_ID__c,,,String,,,,,,,,Salesforce,,network_id,"Unreliable network Id, did not link because of this",,,,,,,,,
Contact__c,,Notify_Task_Scheduled_Date__c,,,Boolean,,,,,,,,Salesforce,,is_notified_of_task_scheduled_date_change,,,,,,,,,,
Contact__c,,Position__c,,,String,,,,,,,,Salesforce,,position,,,,,,,,,,
Contact__c,,Position_Descr__c,,,String,,,,,,,,Salesforce,,position_description,,,,,,,,,,
Contact__c,,Region__c,,,String,,,,,,,,Salesforce,,region,,,,,,,,,,
Contact__c,,Supervisor_Name__c,,,String,,,,,,,,Salesforce,,supervisor_name,,,,,,,,,,
Contact__c,,User__c,,,String,,,,,user,,,Salesforce,,user_id,,,,,,,,Salesforce,,Id
Contact__c,,User_Type__c,,,String,,,,,,,,Salesforce,,user_type,,,,,,,,,,
user,,Id,,,String,,,,,user,,,Salesforce,,user_id,"Id in Salesforce, should alias to comcast guid",,,,,,,Salesforce,,Id
user,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,Last Modified Date in Salesforce,,,True,,,,,,
user,,IsActive,,,Boolean,,,,,,,,Salesforce,,user_active,,,,,,,,,,
user,,BP_ID__c,,,String,,,,,vendor,,,Salesforce,,business_partner_id,Job relation,,,,,,,Salesforce,,Id
user,,BP_User_Tier__c,,,String,,,,,,,,Salesforce,,vendor_tier,,,,,,,,,,
user,,Business_Partner_Name__c,,,String,,,,,,,,Salesforce,,business_partner_name,,,,,,,,,,
user,,COMCAST_GUID__c,,,String,,,,,ldap_records,,,Salesforce,,comcast_guid,Primary Key for user,True,,,,,,LDAP,,ComcastGUID
user,,CompanyName,,,String,,,,,,,,Salesforce,,company_name,,,,,,,,,,
user,,CreatedById,,,String,,,,,user,,,Salesforce,,created_by_id,,,,,,,,Salesforce,,Id
user,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
user,,LastModifiedById,,,String,,,,,user,,,Salesforce,,last_modified_by_id,,,,True,,,,Salesforce,,Id
user,,Department,,,String,,,,,,,,Salesforce,,department_name,,,,,,,,,,
user,,Division__c,,,String,,,,,,,,Salesforce,,division,,,,,,,,,,
user,,Email,,,String,,,,,,,,Salesforce,,email,,,,,,,,,,
user,,EmployeeNumber,,,String,,,,,,,,Salesforce,,employee_number,,,,,,,,,,
user,,Employee_Status_Description__c,,,String,,,,,,,,Salesforce,,employee_status,,,,,,,,,,
user,,LastName,,,String,,,,,,,,Salesforce,,last_name,,,,,,,,,,
user,,FirstName,,,String,,,,,,,,Salesforce,,first_name,,,,,,,,,,
user,,Funding_Approval_and_Reject__c,,,Boolean,,,,,,,,Salesforce,,is_allowed_to_funding_approve_and_reject,,,,,,,,,,
user,,Name,,,String,,,,,,,,Salesforce,,name,,,,,,,,,True,
user,,Job_Description__c,,,String,,,,,,,,Salesforce,,job_description,,,,,,,,,,
user,,Network_ID__c,,,String,,,,,,,,Salesforce,,nt_id,"Unreliable network Id, did not link because of this",,,,,,,,,
user,,Phone,,,String,,,,,,,,Salesforce,,phone,,,,,,,,,,
user,,P2_Permissions_Tier__c,,,String,,,,,,,,Salesforce,,financial_permissions_tier,,,,,,,,,,
user,,Region__c,,,String,,,,,,,,Salesforce,,region,,,,,,,,,,
user,,Supervisor_Name__c,,,String,,,,,,,,Salesforce,,supervisor_name,,,,,,,,,,
user,,UserRoleId,,,String,,,,,role,,,Salesforce,,user_role,,,,,,,,Salesforce,,Id
user,,Title,,,String,,,,,,,,Salesforce,,title,,,,,,,,,,
user,,User_Division__c,,,String,,,,,,,,Salesforce,,user_division,,,,,,,,,,
user,,Username,,,String,,,,,,,,Salesforce,,canonical_user_id,,,,,,,,,,
user,,UserType,,,String,,,,,,,,Salesforce,,user_type,,,,,,,,,,
user,,Work_Type__c,,,String,,,,,,,,Salesforce,,work_type,,,,,,,,,,
user,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
region_essbase_mapping,,P2_REGION_NAME,,,String,,,,,,,,csv_upload,,P2_REGION_NAME,,True,,,,,,,,
region_essbase_mapping,,ESSBASE_REGION_CODE,,,String,,,,,,,,csv_upload,,ESSBASE_REGION_CODE,,,,,,,,,,
region_essbase_mapping,,ESSBASE_REGION_NAME,,,String,,,,,,,,csv_upload,,ESSBASE_REGION_NAME,,,,,,,,,True,
region_essbase_mapping,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,csv_upload,True,LastModifiedDate,,,,,,,,,,
Invoice_line_item__c,,Id,,,String,,,,,,,,Salesforce,,invoice_line_item_id,Primary Key in Salesforce,True,,,,,,,,
Invoice_line_item__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Invoice_line_item__c,,Estimate_Item__c,,,String,,,,,purchase_order_reservation,,,Salesforce,,purchase_order_reservation_id,,,,,,,,Salesforce,,Id
Invoice_line_item__c,,Job__c,,,String,,,,,job,,,Salesforce,,job_id,,,,,,,,Salesforce,,Id
Invoice_line_item__c,,Invoice__c,,,String,,,,,invoice,,,Salesforce,,invoice_id,,,,,,,,Salesforce,,Id
Invoice_line_item__c,,Labor_Code_Text__c,,,String,,,,,,,,Salesforce,,labor_code_text,,,,,,,,,,
Invoice_line_item__c,,Name,,,String,,,,,,,,Salesforce,,canonical_invoice_line_item_id,,,,,,,,,True,
Invoice_line_item__c,,Status__c,,,String,,,,,,,,Salesforce,,status,Invoice line items status,,,,,,,,,
Invoice_line_item__c,,Invoice_Line_Amount__c,,,Float,,,,,,,,Salesforce,,invoice_line_amount,,,,,,,,,,
Invoice_line_item__c,,Unit_Price__c,,,Float,,,,,,,,Salesforce,,unit_price,,,,,,,,,,
Invoice_line_item__c,,Line_Quantity__c,,,Integer,,,,,,,,Salesforce,,line_quantity,,,,,,,,,,
Invoice_line_item__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
Oracle_Purchase_Order__c,,Id,,,String,,,,,,,,Salesforce,,oracle_purchase_order_id,Primary Key in Salesforce,True,,,,,,,,
Oracle_Purchase_Order__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Oracle_Purchase_Order__c,,Oracle_PO_Total_Amount__c,,,String,,,,,,,,Salesforce,,oracle_purchase_order_total_amount,,,,,,,,,,
Oracle_Purchase_Order__c,,PO_Number__c,,,String,,,,,,,,Salesforce,,purchase_order_number,,,,,,,,,True,
Oracle_Purchase_Order__c,,Project_Name__c,,,String,,,,,,,,Salesforce,,project_name,,,,,,,,,,
Oracle_Purchase_Order__c,,Project_Number__c,,,String,,,,,,,,Salesforce,,project_number,,,,,,,,,,
Oracle_Purchase_Order__c,,Status__c,,,String,,,,,,,,Salesforce,,status,,,,,,,,,,
Oracle_Purchase_Order__c,,Sys_PO_Released_Amount__c,,,Float,,,,,,,,Salesforce,,purchase_order_released_amount,,,,,,,,,,
Oracle_Purchase_Order__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
P2_Task__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
P2_Task__c,,Id,,,String,,,,,,,,Salesforce,,task_id,,True,,,,,,,,
P2_Task__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
P2_Task__c,,Accepted_By__c,,,String,,,,,user,,,Salesforce,,accepted_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Accepted_By_IG__c,,,String,,,,,user,,,Salesforce,,accepted_by_internal_group,,,True,,,,,Salesforce,,Id
P2_Task__c,,Accepted_By_IG_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,accepted_by_internal_group_datetime,,,,,,,,,,
P2_Task__c,,Accepted_By_User__c,,,String,,,,,,,,Salesforce,,accepted_by_user,,,,,,,,,,
P2_Task__c,,Accepted_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,accepted_datetime,,,,,,,,,,
P2_Task__c,,Accepted_To_Ready_for_Approval_Interval__c,,,String,,,,,,,,Salesforce,,accepted_to_ready_for_approval_interval,,,,,,,,,,
P2_Task__c,,Approved_By__c,,,String,,,,,user,,,Salesforce,,approved_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Approved_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,approved_datetime,,,,,,,,,,
P2_Task__c,,Approved_Interval__c,,,String,,,,,,,,Salesforce,,approved_interval,,,,,,,,,,
P2_Task__c,,Area__c,,,String,,,,,,,,Salesforce,,area,,,,,,,,,,
P2_Task__c,,Assigned_By__c,,,String,,,,,user,,,Salesforce,,assigned_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Assigned_By_IG__c,,,String,,,,,user,,,Salesforce,,assigned_by_internal_group,,,True,,,,,Salesforce,,Id
P2_Task__c,,Assigned_By_IG_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,assigned_by_internal_group_datetime,,,,,,,,,,
P2_Task__c,,Assigned_By_User__c,,,String,,,,,,,,Salesforce,,assigned_by_user,,,,,,,,,,
P2_Task__c,,Assigned_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,assigned_datetime,,,,,,,,,,
P2_Task__c,,Assigned_To_ReadyFor_Approval_Interval__c,,,String,,,,,,,,Salesforce,,assigned_to_readyfor_approval_interval,,,,,,,,,,
P2_Task__c,,BP_Time_to_Accept__c,,,String,,,,,,,,Salesforce,,business_partner_time_to_accept,,,,,,,,,,
P2_Task__c,,Business_Partner__c,,,String,,,,,vendor,,,Salesforce,,business_partner_id,,,,,,,,Salesforce,,Id
P2_Task__c,,Business_Partner_Name__c,,,String,,,,,,,,Salesforce,,business_partner_name,,,,,,,,,,
P2_Task__c,,Change_Date_Notes__c,,,String,,,,,,,,Salesforce,,change_date_notes,,,,,,,,,,
P2_Task__c,,Change_Date_Reason__c,,,String,,,,,,,,Salesforce,,change_date_reason,,,,,,,,,,
P2_Task__c,,Child_Node__c,,,String,,,,,childnodes,,,Salesforce,,child_node_id,,,,,,,,Salesforce,,Id
P2_Task__c,,Clarification_Reason__c,,,String,,,,,,,,Salesforce,,clarification_reason,,,,,,,,,,
P2_Task__c,,Comment__c,,,String,,,,,,,,Salesforce,,comment,,,,,,,,,,
P2_Task__c,,CreatedById,,,String,,,,,user,,,Salesforce,,created_by_id,,,True,,,,,Salesforce,,Id
P2_Task__c,,Date_Changed_By__c,,,String,,,,,user,,,Salesforce,,date_changed_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Date_Changed_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,date_changed_datetime,,,,,,,,,,
P2_Task__c,,Division__c,,,String,,,,,,,,Salesforce,,division,,,,,,,,,,
P2_Task__c,,Expected_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_date,,,,,,,,,,
P2_Task__c,,First_Accepted__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,first_accepted_datetime,,,,,,,,,,
P2_Task__c,,Hold_Days__c,,,Integer,,,,,,,,Salesforce,,hold_days,,,,,,,,,,
P2_Task__c,,Hold_End_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,hold_end_datetime,,,,,,,,,,
P2_Task__c,,Hold_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,hold_start_datetime,,,,,,,,,,
P2_Task__c,,Hold_Task__c,,,String,,,,,,,,Salesforce,,hold_task,,,,,,,,,,
P2_Task__c,,Hub__c,,,String,,,,,,,,Salesforce,,hub,,,,,,,,,,
P2_Task__c,,Hub_CLLI__c,,,String,,,,,,,,Salesforce,,hub_clli,,,,,,,,,,
P2_Task__c,,IG_Time_to_Accept__c,,,String,,,,,,,,Salesforce,,internal_group_time_to_accept,,,,,,,,,,
P2_Task__c,,In_Progress_Aging_Days__c,,,Integer,,,,,,,,Salesforce,,in_progress_aging_days,,,,True,,,,,,
P2_Task__c,,Info_Provided_By__c,,,String,,,,,user,,,Salesforce,,info_provided_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Info_Provided_By_User__c,,,String,,,,,,,,Salesforce,,info_provided_by_user,,,,,,,,,,
P2_Task__c,,Info_Provided_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,info_provided_datetime,,,,,,,,,,
P2_Task__c,,Info_Provided_Interval__c,,,String,,,,,,,,Salesforce,,info_provided_interval,,,,,,,,,,
P2_Task__c,,Info_Requested_By__c,,,String,,,,,user,,,Salesforce,,info_requested_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Info_Requested_By_User__c,,,String,,,,,,,,Salesforce,,info_requested_by_user,,,,,,,,,,
P2_Task__c,,Info_Requested_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,info_requested_datetime,,,,,,,,,,
P2_Task__c,,Internal_Group__c,,,String,,,,,vendor,,,Salesforce,,internal_group_id,,,,,,,,Salesforce,,Id
P2_Task__c,,Job__c,,,String,,,,,job,,,Salesforce,,job_id,,,,,,,,Salesforce,,Id
P2_Task__c,,Job_Category__c,,,String,,,,,,,,Salesforce,,job_category,,,,,,,,,,
P2_Task__c,,Job_Description__c,,,String,,,,,,,,Salesforce,,job_description,,,,,,,,,,
P2_Task__c,,Job_Division__c,,,String,,,,,,,,Salesforce,,job_division,,,,,,,,,,
P2_Task__c,,Job_ID__c,,,String,,,,,,,,Salesforce,,salesforce_job_id,,,,,,,,,,
P2_Task__c,,Job_Name__c,,,String,,,,,,,,Salesforce,,job_name,,,,,,,,,,
P2_Task__c,,Job_Owner_Email__c,,,String,,,,,,,,Salesforce,,job_owner_email,,,,,,,,,,
P2_Task__c,,Job_Owner_Name__c,,,String,,,,,,,,Salesforce,,job_owner_name,,,,,,,,,,
P2_Task__c,,Job_Region__c,,,String,,,,,,,,Salesforce,,job_region,,,,,,,,,,
P2_Task__c,,Job_Status__c,,,String,,,,,,,,Salesforce,,job_status,,,,,,,,,,
P2_Task__c,,Job_Type__c,,,String,,,,,,,,Salesforce,,job_type,,,,,,,,,,
P2_Task__c,,Job_Type_Category__c,,,String,,,,,,,,Salesforce,,job_type_category,,,,,,,,,,
P2_Task__c,,Justification__c,,,String,,,,,,,,Salesforce,,justification,,,,,,,,,,
P2_Task__c,,LastModifiedById,,,String,,,,,user,,,Salesforce,,last_modified_by_id,,,True,True,,,,Salesforce,,Id
P2_Task__c,,LatLong__c,,,String,,,,,,,,Salesforce,,latitude_longitude,,,,,,,,,,
P2_Task__c,,Market__c,,,String,,,,,,,,Salesforce,,market,,,,,,,,,,
P2_Task__c,,Milestone__c,,,String,,,,,,,,Salesforce,,milestone,,,,,,,,,,
P2_Task__c,,Name,,,String,,,,,,,,Salesforce,,canonical_task_id,,,,,Id,,,,True,
P2_Task__c,,Need_Info_Notes__c,,,String,,,,,,,,Salesforce,,need_info_notes,,,,,,,,,,
P2_Task__c,,Note__c,,,String,,,,,,,,Salesforce,,note,,,,,,,,,,
P2_Task__c,,On_Time__c,,,String,,,,,,,,Salesforce,,on_time,,,,,,,,,,
P2_Task__c,,Owner_Email__c,,,String,,,,,,,,Salesforce,,owner_email,,,,,,,,,,
P2_Task__c,,Owner_Name__c,,,String,,,,,,,,Salesforce,,owner_name,,,,,,,,,,
P2_Task__c,,Principle__c,,,String,,,,,,,,Salesforce,,principle,,,,,,,,,,
P2_Task__c,,QC_Passed_Failed__c,,,String,,,,,,,,Salesforce,,qc_passed_failed,,,,,,,,,,
P2_Task__c,,QC_Result__c,,,String,,,,,,,,Salesforce,,qc_result,,,,,,,,,,
P2_Task__c,,Qty_Archeological__c,,,Integer,,,,,,,,Salesforce,,quantity_of_archeological_permits,,,,,,,,,,
P2_Task__c,,Qty_City__c,,,Integer,,,,,,,,Salesforce,,quantity_of_city_permits,,,,,,,,,,
P2_Task__c,,Qty_County__c,,,Integer,,,,,,,,Salesforce,,quantity_of_county_permits,,,,,,,,,,
P2_Task__c,,Qty_Dept_Of_Transportation__c,,,Integer,,,,,,,,Salesforce,,quantity_of_department_of_transportation_permits,,,,,,,,,,
P2_Task__c,,Qty_Easements__c,,,Integer,,,,,,,,Salesforce,,quantity_of_easements_permits,,,,,,,,,,
P2_Task__c,,Qty_Flood_Control__c,,,Integer,,,,,,,,Salesforce,,quantity_of_flood_control_permits,,,,,,,,,,
P2_Task__c,,Qty_Letter_of_Non_Objection__c,,,Integer,,,,,,,,Salesforce,,quantity_of_letter_of_non_objection_permits,,,,,,,,,,
P2_Task__c,,Qty_Make_Ready__c,,,Integer,,,,,,,,Salesforce,,quantity_of_pole_make_ready_permits,,,,,,,,,,
P2_Task__c,,Qty_Municipal__c,,,Integer,,,,,,,,Salesforce,,quantity_of_municipal_permits,,,,,,,,,,
P2_Task__c,,Qty_Natural_Resources__c,,,Integer,,,,,,,,Salesforce,,quantity_of_natural_resources_permits,,,,,,,,,,
P2_Task__c,,Qty_Other__c,,,Integer,,,,,,,,Salesforce,,quantity_of_other_permits,,,,,,,,,,
P2_Task__c,,Qty_Parks_Recreation__c,,,Integer,,,,,,,,Salesforce,,quantity_of_parks_recreation_permits,,,,,,,,,,
P2_Task__c,,Qty_Pipeline__c,,,Integer,,,,,,,,Salesforce,,quantity_of_pipeline_permits,,,,,,,,,,
P2_Task__c,,Qty_Pole_Make_Ready__c,,,Integer,,,,,,,,Salesforce,,quantity_of_make_ready_permits,,,,,,,,,,
P2_Task__c,,Qty_Pole_Permits__c,,,Integer,,,,,,,,Salesforce,,quantity_of_pole_permits,,,,,,,,,,
P2_Task__c,,Qty_Railroad__c,,,Integer,,,,,,,,Salesforce,,quantity_of_aailroad_permits,,,,,,,,,,
P2_Task__c,,Qty_River_Authority__c,,,Integer,,,,,,,,Salesforce,,quantity_of_river_authority_permits,,,,,,,,,,
P2_Task__c,,Qty_Toll_Road__c,,,Integer,,,,,,,,Salesforce,,quantity_of_toll_road_permits,,,,,,,,,,
P2_Task__c,,Qty_Trench_Permits__c,,,Integer,,,,,,,,Salesforce,,quantity_of_trench_permits,,,,,,,,,,
P2_Task__c,,Qty_Utility__c,,,Integer,,,,,,,,Salesforce,,quantity_of_utility_permits,,,,,,,,,,
P2_Task__c,,Ready_for_Approval_By__c,,,String,,,,,user,,,Salesforce,,ready_for_approval_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Ready_for_Approval_By_User__c,,,String,,,,,,,,Salesforce,,ready_for_approval_by_user,,,,,,,,,,
P2_Task__c,,Ready_for_Approval_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,ready_for_approval_datetime,,,,,,,,,,
P2_Task__c,,Ready_For_Obtain_Permit__c,,,String,,,,,,,,Salesforce,,ready_for_obtain_permit,,,,,,,,,,
P2_Task__c,,Reason_Code__c,,,String,,,,,,,,Salesforce,,reason_code,,,,,,,,,,
P2_Task__c,,Reason_for_Not_Required__c,,,String,,,,,,,,Salesforce,,reason_for_not_required,,,,,,,,,,
P2_Task__c,,Reassign_Notes__c,,,String,,,,,,,,Salesforce,,reassign_notes,,,,,,,,,,
P2_Task__c,,Reassigned_By__c,,,String,,,,,user,,,Salesforce,,reassigned_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Reassigned_By_IG__c,,,String,,,,,user,,,Salesforce,,reassigned_by_internal_group,,,True,,,,,Salesforce,,Id
P2_Task__c,,Reassigned_By_IG_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,reassigned_by_internal_group_datetime,,,,,,,,,,
P2_Task__c,,Reassigned_By_User__c,,,String,,,,,,,,Salesforce,,reassigned_by_user,,,,,,,,,,
P2_Task__c,,Reassigned_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,reassigned_datetime,,,,,,,,,,
P2_Task__c,,Reassigned_Interval__c,,,String,,,,,,,,Salesforce,,reassigned_interval,,,,,,,,,,
P2_Task__c,,Region__c,,,String,,,,,,,,Salesforce,,region,,,,,,,,,,
P2_Task__c,,Rework_Notes__c,,,String,,,,,,,,Salesforce,,rework_notes,,,,,,,,,,
P2_Task__c,,Rework_Reason_Code__c,,,String,,,,,,,,Salesforce,,rework_reason_code,,,,,,,,,,
P2_Task__c,,Rework_Requested_By__c,,,String,,,,,user,,,Salesforce,,rework_requested_by,,,True,,,,,Salesforce,,Id
P2_Task__c,,Rework_Requested_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,rework_requested_datetime,,,,,,,,,,
P2_Task__c,,Scheduled_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,scheduled_date,,,,,,,,,,
P2_Task__c,,Status__c,,,String,,,,,,,,Salesforce,,status,,,,,,,,,,
P2_Task__c,,StatusHoldSummary__c,,,String,,,,,,,,Salesforce,,statusholdsummary,,,,,,,,,,
P2_Task__c,,Sub_Type__c,,,String,,,,,,,,Salesforce,,sub_type,,,,,,,,,,
P2_Task__c,,Survey_Type__c,,,String,,,,,,,,Salesforce,,survey_type,,,,,,,,,,
P2_Task__c,,System__c,,,String,,,,,,,,Salesforce,,system_market_area,,,,,,,,,,
P2_Task__c,,Task_Completion_Interval__c,,,String,,,,,,,,Salesforce,,task_completion_interval,,,,,,,,,,
P2_Task__c,,Task_Creation_Aging_Days__c,,,Integer,,,,,,,,Salesforce,,task_creation_aging_days,,,,True,,,,,,
P2_Task__c,,Task_Description__c,,,String,,,,,,,,Salesforce,,task_description,,,,,,,,,,
P2_Task__c,,Task_Hold_Reason__c,,,String,,,,,,,,Salesforce,,task_hold_reason,,,,,,,,,,
P2_Task__c,,Task_Manager__c,,,String,,,,,user,,,Salesforce,,task_manager,,,True,,,,,Salesforce,,Id
P2_Task__c,,Task_Name__c,,,String,,,,,,,,Salesforce,,task_name,,,,,,,,,,
P2_Task__c,,Task_Not_Required_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,task_not_required_datetime,,,,,,,,,,
P2_Task__c,,Task_Owner__c,,,String,,,,,user,,,Salesforce,,task_owner,,,True,,,,,Salesforce,,Id
P2_Task__c,,Task_Owner_Email__c,,,String,,,,,,,,Salesforce,,task_owner_email,,,,,,,,,,
P2_Task__c,,Task_Type__c,,,String,,,,,,,,Salesforce,,task_type,,,,,,,,,,
P2_Task__c,,Task_Type_Formula__c,,,String,,,,,,,,Salesforce,,task_type_formula,,,,,,,,,,
P2_Task__c,,Total_Interval__c,,,String,,,,,,,,Salesforce,,total_interval,,,,,,,,,,
P2_Task__c,,Work_Completed_Dt__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,work_completed_date,,,,,,,,,,
P2_Task__c,,kafka_timestamp,,,Long,,True,,,,,,Salesforce,,data_warehouse_delivery_datetime,,,,True,,,,,,
multipass-job-warehouse,,warehouse_type,,,String,,,,,,,,Multipass,,warehouse_type,,,,,,,,,,
multipass-job-warehouse,,warehouse_name,,,String,,,,,,,,Multipass,,warehouse_name,,,,,,,,,,
multipass-job-warehouse,,job_id,,,String,,,,,,,,Multipass,,job_multipass_id,"Id in Multipass, should alias to salesforce id on which pensieve key is formed",,,,,,,,True,
multipass-job-warehouse,,warehouse_code,,,String,,,,,,,,Multipass,,warehouse_code,,,,,,,,,,
multipass-job-warehouse,,last_modified_date,,yyyy-MM-dd'T'HH:mm:ss[.SSSSSS][X],DateTime,,,,True,,,,Multipass,True,last_modified_datetime,,,,,,,,,,
multipass-job-warehouse,,id,,,String,,,,,,,,Multipass,,warehouse_id,,True,,,,,,,,
multipass-job-warehouse,,last_modified_by,,,String,,,,,ldap_records,,,Multipass,,last_modified_by_comcast_guid,,,,,,,,LDAP,,ComcastGUID
multipass-job-warehouse,,salesforce_job_id,,,String,,,,,job,,,Multipass,,job_id,,,,,,,,Salesforce,,Id
ldap-records,,sAMAccountName,True,,String,,,,,,,,LDAP,,nt_id,Comcast Network Id,,,,ComcastGUID,,,,,
ldap-records,,displayName,,,String,,,,,,,,LDAP,,person_name,"Lastname, Firstnam of HR record",,,,,,,,True,
ldap-records,,mail,,,String,,,,,,,,LDAP,,person_email,,,,,,,,,,
ldap-records,,description,,,String,,,,,,,,LDAP,,directory_description,,,,,,,,,,
ldap-records,,ComcastGUID,,,String,,,,,,,,LDAP,,comcast_guid,,True,,,,,,,True,
ldap-records,,whenChanged,,yyyyMMddHHmmss.S'Z',DateTime,,,,True,,,,LDAP,True,last_modified_date,Last Modified Date from LDAP,,,True,,,,,,
Footage_Passings_Summary__c,,As_Built_Detail__c,,,String,,,,,footage_detail,,,Salesforce,,as_built_detail_task_id,,,,,,,,Salesforce,,Id
